Time,SP500,SP500futures
05-Mar-1999,7.15106999438038,7.15344279473124
08-Mar-1999,7.15674588260615,7.15719016425041
09-Mar-1999,7.15449032253469,7.15445909470536
10-Mar-1999,7.15994485332211,7.16162200293919
11-Mar-1999,7.16833337535458,7.17357510457678
12-Mar-1999,7.1659492954248,7.16340474185261
15-Mar-1999,7.17568863033477,7.16336602043385
16-Mar-1999,7.17501523611965,7.17510708496067
17-Mar-1999,7.16844117115511,7.17472430983638
18-Mar-1999,7.18276999492472,7.1843258466792
19-Mar-1999,7.16957327042353,7.19387362945774
22-Mar-1999,7.16781690209699,7.17869802742962
23-Mar-1999,7.14056398385667,7.14858156514866
24-Mar-1999,7.14566129966197,7.15430280807536
25-Mar-1999,7.16238973763569,7.1731917424866
26-Mar-1999,7.15680050601669,7.1731917424866
29-Mar-1999,7.17791221235146,7.18216212423389
30-Mar-1999,7.17069630017041,7.18216212423389
31-Mar-1999,7.15957957337034,7.16491370888362
01-Apr-1999,7.16527704592305,7.17223269378932
05-Apr-1999,7.18623513688445,7.19556234362207
06-Apr-1999,7.18378726317376,7.19331009041774
07-Apr-1999,7.19059314845567,7.19930486296041
08-Apr-1999,7.20339062513882,7.21192566893872
09-Apr-1999,7.20663688388798,7.21192566893872
12-Apr-1999,7.21423212174813,7.22402480828583
13-Apr-1999,7.20772648920413,7.21689302346321
14-Apr-1999,7.19176055604848,7.19986503476107
15-Apr-1999,7.18754376085965,7.19443685110033
16-Apr-1999,7.18462915271731,7.19443685110033
19-Apr-1999,7.16199429980344,7.17146479204301
20-Apr-1999,7.17485450350476,7.18159194461187
21-Apr-1999,7.19752516668009,7.20915532826211
22-Apr-1999,7.21437191530733,7.22183582528845
23-Apr-1999,7.21292109808571,7.22183582528845
26-Apr-1999,7.21526941873791,7.22366031037766
27-Apr-1999,7.2172967217422,7.22729932458266
28-Apr-1999,7.20853374358888,7.21450441415114
29-Apr-1999,7.20253457346592,7.20600630278315
30-Apr-1999,7.19682143365006,7.20600630278315
03-May-1999,7.2112836369858,7.21468835602603
04-May-1999,7.19443685110033,7.20266119652324
05-May-1999,7.20586533477713,7.20934025660291
06-May-1999,7.19447442471876,7.20210258930268
07-May-1999,7.20414929203594,7.20210258930268
10-May-1999,7.20064878504343,7.20563517641036
11-May-1999,7.21200680544788,7.21395238543163
12-May-1999,7.21817683840341,7.22183582528845
13-May-1999,7.22078345216171,7.22620901010067
14-May-1999,7.19878178931161,7.22620901010067
17-May-1999,7.20004421601908,7.20117088328168
18-May-1999,7.19542731088351,7.20135729394491
19-May-1999,7.20357662251584,7.20730416149875
20-May-1999,7.19955134434828,7.20228882638302
21-May-1999,7.19315227187712,7.20228882638302
24-May-1999,7.17522190730059,7.17968899446578
25-May-1999,7.15804698090113,7.15812481654994
26-May-1999,7.1737744024619,7.17357510457678
27-May-1999,7.15571633967216,7.15929190479756
28-May-1999,7.17153390123548,7.15929190479756
01-Jun-1999,7.1656943899611,7.16665200000216
02-Jun-1999,7.16611929078929,7.16723075954374
03-Jun-1999,7.16976566468808,7.17395831975679
04-Jun-1999,7.19124105930251,7.17395831975679
07-Jun-1999,7.19632697060541,7.19462452117689
08-Jun-1999,7.18336220643118,7.18633353718445
09-Jun-1999,7.18435619279846,7.18447751119758
10-Jun-1999,7.1722863833862,7.17625453201714
11-Jun-1999,7.16521524083952,7.17587219593908
14-Jun-1999,7.16549347506085,7.16723075954374
15-Jun-1999,7.17101147940262,7.17395831975679
16-Jun-1999,7.19324246994288,7.19237015238445
17-Jun-1999,7.20035028120635,7.20154366986568
18-Jun-1999,7.20254202784438,7.20154366986568
21-Jun-1999,7.20711885620776,7.2152399787301
22-Jun-1999,7.19734553344607,7.20734121843674
23-Jun-1999,7.19523237467762,7.20213983949359
24-Jun-1999,7.18218494669814,7.19503727141258
25-Jun-1999,7.18182770313043,7.19218205871325
28-Jun-1999,7.19394872598064,7.20340552108309
29-Jun-1999,7.20893333284433,7.21281055949126
30-Jun-1999,7.22454213873307,7.23106990406262
01-Jul-1999,7.23053416023012,7.23856867739452
02-Jul-1999,7.23793631816993,7.24843294608586
06-Jul-1999,7.23570558905912,7.24672439580194
07-Jul-1999,7.24126598101427,7.2474366465443
08-Jul-1999,7.24023386874392,7.24779258176785
09-Jul-1999,7.24656765320139,7.25396565987299
12-Jul-1999,7.24358443458536,7.25070648170106
13-Jul-1999,7.23961694538328,7.24686688654028
14-Jul-1999,7.24291954915949,7.25077744646708
15-Jul-1999,7.25107543995645,7.25798952609088
16-Jul-1999,7.2575526468207,7.26367994153017
19-Jul-1999,7.24967694332121,7.25700270709207
20-Jul-1999,7.22773510030515,7.23525884562059
21-Jul-1999,7.22932418127623,7.23381636430303
22-Jul-1999,7.21595293848447,7.220958888664
23-Jul-1999,7.21298740019662,7.21729668578681
26-Jul-1999,7.20619924149767,7.21140912094362
27-Jul-1999,7.21732601174365,7.21795687286379
28-Jul-1999,7.21920272256145,7.22088577588751
29-Jul-1999,7.20119327602127,7.20771171230931
30-Jul-1999,7.19197132996523,7.19428668967652
02-Aug-1999,7.19146701682622,7.19758504349138
03-Aug-1999,7.18703720932207,7.19188103523114
04-Aug-1999,7.17421112764493,7.1770187659099
05-Aug-1999,7.18061044484757,7.18629569351663
06-Aug-1999,7.17034262548806,7.17548971362422
09-Aug-1999,7.16842583994327,7.17242457712485
10-Aug-1999,7.15573196296453,7.16278501915867
11-Aug-1999,7.17160309935923,7.1731917424866
12-Aug-1999,7.1687031824222,7.1737284082717
13-Aug-1999,7.19118837781695,7.19511229860997
16-Aug-1999,7.19351301608774,7.19997703147595
17-Aug-1999,7.20352458691114,7.20563517641036
18-Aug-1999,7.19506725745759,7.19638690046951
19-Aug-1999,7.18810299517859,7.19067603433221
20-Aug-1999,7.19789182549647,7.20057413553907
23-Aug-1999,7.2154017090334,7.21978844229775
24-Aug-1999,7.21781020228564,7.22293091574284
25-Aug-1999,7.23113506731544,7.23201033166476
26-Aug-1999,7.2167168361685,7.220958888664
27-Aug-1999,7.20657758298527,7.20911833848978
30-Aug-1999,7.18842785722856,7.18992217074581
31-Aug-1999,7.18569759916252,7.18523548894932
01-Sep-1999,7.1937383684794,7.19593722647557
02-Sep-1999,7.18471253438122,7.19593722647557
03-Sep-1999,7.21320849755114,7.18557639158704
07-Sep-1999,7.20819311293839,7.2170765265374
08-Sep-1999,7.20351713985349,7.20971001072064
09-Sep-1999,7.20612505936767,7.20489251020467
10-Sep-1999,7.209088770841,7.20414929203594
13-Sep-1999,7.20350224631577,7.21081845347222
14-Sep-1999,7.19765242559475,7.20563517641036
15-Sep-1999,7.18384793103962,7.19855747877016
16-Sep-1999,7.18423482175694,7.18330150908939
17-Sep-1999,7.19700116104603,7.19011068992819
20-Sep-1999,7.19708351750876,7.20697058724759
21-Sep-1999,7.17593334588583,7.18818612471973
22-Sep-1999,7.17817166104028,7.18674972303635
23-Sep-1999,7.15493564467856,7.16317239084664
24-Sep-1999,7.15255071528848,7.16123403009242
27-Sep-1999,7.15719800260511,7.16719218599362
28-Sep-1999,7.15633259333759,7.16572528744839
29-Sep-1999,7.14548788659757,7.15453722886175
30-Sep-1999,7.15673027592623,7.16873396859937
01-Oct-1999,7.15680830922885,7.16510700162608
04-Oct-1999,7.17365174096555,7.18440168181365
05-Oct-1999,7.17115744771752,7.18212412237179
06-Oct-1999,7.18946959776187,7.19646182648011
07-Oct-1999,7.1835975480137,7.19218205871325
08-Oct-1999,7.19745033901426,7.20526391225165
11-Oct-1999,7.19684383262537,7.20563517641036
12-Oct-1999,7.18010036812575,7.18992217074581
13-Oct-1999,7.15894195943697,7.1620098253214
14-Oct-1999,7.15728370308444,7.16239749735572
15-Oct-1999,7.12882470799105,7.13672184359914
18-Oct-1999,7.13419738806807,7.1433806077984
19-Oct-1999,7.13991402781097,7.15030922381617
20-Oct-1999,7.16195558112047,7.16433360638258
21-Oct-1999,7.15743168810853,7.16703787691222
22-Oct-1999,7.17138798786453,7.17564272410574
25-Oct-1999,7.1652075029537,7.1708884785125
26-Oct-1999,7.15610645873109,7.15890302670594
27-Oct-1999,7.167585536333,7.17434138813918
28-Oct-1999,7.20224408869702,7.208045039473
29-Oct-1999,7.21739211269815,7.22711768803689
01-Nov-1999,7.21090707214517,7.2170765265374
02-Nov-1999,7.20618438711073,7.20971001072064
03-Nov-1999,7.2115051113172,7.2156075582233
04-Nov-1999,7.21717928456037,7.22147052848073
05-Nov-1999,7.22273387334695,7.23309434261102
08-Nov-1999,7.22766976812852,7.23219108177822
09-Nov-1999,7.21911483602934,7.22402480828583
10-Nov-1999,7.22508835403653,7.22983877815125
11-Nov-1999,7.23089616167782,7.23561914106675
12-Nov-1999,7.24140930460319,7.24529837060484
15-Nov-1999,7.24021233339417,7.24636808010246
16-Nov-1999,7.25846140712866,7.26612877955645
17-Nov-1999,7.25184837508906,7.25700270709207
18-Nov-1999,7.26188494514789,7.26438022167083
19-Nov-1999,7.25981961036319,7.26367994153017
