data source: https://au.investing.com/indices/us-spx-500-futures-historical-data,,,,,,
,,,,,,
Date,Price,Open,High,Low,Vol.,Change %
"Feb 22, 2013","1,514.50","1,502.25","1,515.00","1,502.00",1.76M,0.9
"Feb 25, 2013","1,487.25","1,515.50","1,524.50","1,481.75",3.09M,-1.8
"Feb 26, 2013","1,492.50","1,485.50","1,497.75","1,482.75",2.93M,0.35
"Feb 27, 2013","1,515.75","1,493.25","1,519.25","1,490.00",2.46M,1.56
"Feb 28, 2013","1,513.25","1,516.25","1,524.50","1,508.75",2.20M,-0.16
"Mar 01, 2013","1,516.50","1,512.50","1,519.00","1,499.50",2.55M,0.21
"Mar 04, 2013","1,525.75","1,514.75","1,527.50","1,507.00",1.98M,0.61
"Mar 05, 2013","1,537.00","1,526.75","1,542.75","1,524.50",2.37M,0.74
"Mar 06, 2013","1,539.00","1,539.00","1,544.75","1,537.00",2.09M,0.13
"Mar 07, 2013","1,542.75","1,539.75","1,545.50","1,537.50",1.67M,0.24
"Mar 08, 2013","1,549.50","1,542.75","1,553.50","1,540.25",1.14M,0.44
"Mar 11, 2013","1,556.00","1,547.25","1,557.25","1,545.50",755.67K,0.42
"Mar 12, 2013","1,552.50","1,556.75","1,557.00","1,547.50",795.04K,-0.22
"Mar 13, 2013","1,556.00","1,553.00","1,557.00","1,548.00",505.43K,0.23
"Mar 14, 2013","1,562.25","1,556.50","1,563.50","1,555.00",368.21K,0.4
"Mar 15, 2013","1,557.08","1,561.25","1,565.00","1,559.75",66.57K,-0.33
"Mar 18, 2013","1,546.75","1,544.00","1,552.50","1,529.50",2.19M,-0.66
"Mar 19, 2013","1,542.25","1,547.25","1,551.25","1,531.75",2.55M,-0.29
"Mar 20, 2013","1,549.00","1,539.25","1,555.75","1,536.50",1.80M,0.44
"Mar 21, 2013","1,539.00","1,549.50","1,550.75","1,536.50",1.90M,-0.65
"Mar 22, 2013","1,552.00","1,538.50","1,554.00","1,535.00",1.58M,0.84
"Mar 25, 2013","1,547.00","1,550.00","1,560.50","1,539.00",2.25M,-0.32
"Mar 26, 2013","1,557.25","1,548.25","1,558.75","1,546.75",1.59M,0.66
"Mar 27, 2013","1,556.75","1,558.25","1,560.50","1,545.75",1.57M,-0.03
"Mar 28, 2013","1,562.75","1,556.75","1,564.50","1,549.75",1.63M,0.39
"Apr 01, 2013","1,556.00","1,563.00","1,565.00","1,552.50",1.14M,-0.43
"Apr 02, 2013","1,564.50","1,556.25","1,568.00","1,554.25",1.61M,0.55
"Apr 03, 2013","1,548.50","1,566.00","1,567.75","1,544.00",2.27M,-1.02
"Apr 04, 2013","1,554.50","1,548.50","1,557.50","1,546.00",2.00M,0.39
"Apr 05, 2013","1,546.00","1,554.75","1,555.25","1,533.25",2.27M,-0.55
"Apr 08, 2013","1,559.25","1,545.50","1,562.75","1,543.00",1.44M,0.86
"Apr 09, 2013","1,563.25","1,560.75","1,569.00","1,555.50",1.63M,0.26
"Apr 10, 2013","1,582.75","1,563.75","1,584.50","1,561.00",2.03M,1.25
"Apr 11, 2013","1,587.75","1,583.50","1,593.00","1,580.75",1.72M,0.32
"Apr 12, 2013","1,582.00","1,588.25","1,589.75","1,575.00",1.81M,-0.36
"Apr 15, 2013","1,543.50","1,582.25","1,583.00","1,538.75",2.85M,-2.43
"Apr 16, 2013","1,568.75","1,542.50","1,570.75","1,542.25",2.25M,1.64
"Apr 17, 2013","1,546.00","1,569.25","1,569.50","1,538.00",2.97M,-1.45
"Apr 18, 2013","1,534.00","1,544.50","1,553.50","1,530.75",2.32M,-0.78
"Apr 19, 2013","1,547.50","1,537.00","1,550.75","1,535.25",1.88M,0.88
"Apr 22, 2013","1,556.00","1,548.50","1,561.00","1,542.75",1.59M,0.55
"Apr 23, 2013","1,573.50","1,557.25","1,577.00","1,548.75",2.11M,1.12
"Apr 24, 2013","1,574.00","1,573.50","1,579.00","1,570.75",1.42M,0.03
"Apr 25, 2013","1,581.75","1,573.00","1,588.25","1,570.75",1.60M,0.49
"Apr 26, 2013","1,576.50","1,581.50","1,582.50","1,572.50",1.34M,-0.33
"Apr 29, 2013","1,588.25","1,576.25","1,592.25","1,573.75",1.23M,0.75
"Apr 30, 2013","1,592.25","1,588.50","1,594.25","1,581.25",1.56M,0.25
"May 01, 2013","1,577.25","1,593.75","1,595.50","1,576.00",1.47M,-0.94
"May 02, 2013","1,592.25","1,579.25","1,594.25","1,578.75",1.65M,0.95
"May 03, 2013","1,608.50","1,592.25","1,614.25","1,589.50",1.94M,1.02
"May 06, 2013","1,613.50","1,608.25","1,615.25","1,607.25",963.96K,0.31
"May 07, 2013","1,620.50","1,612.50","1,621.75","1,609.25",1.51M,0.43
"May 08, 2013","1,628.75","1,620.75","1,629.50","1,617.00",1.59M,0.51
"May 09, 2013","1,624.50","1,628.25","1,632.25","1,620.00",1.83M,-0.26
"May 10, 2013","1,629.50","1,626.00","1,631.00","1,620.25",1.64M,0.31
"May 13, 2013","1,630.75","1,625.50","1,633.25","1,621.50",1.33M,0.08
"May 14, 2013","1,648.00","1,630.75","1,648.75","1,626.50",2.02M,1.06
"May 15, 2013","1,654.25","1,647.50","1,659.75","1,642.75",2.12M,0.38
"May 16, 2013","1,648.00","1,655.25","1,658.75","1,646.00",1.92M,-0.38
"May 17, 2013","1,663.00","1,649.50","1,665.75","1,648.25",1.92M,0.91
"May 20, 2013","1,664.50","1,662.50","1,670.75","1,659.75",1.75M,0.09
"May 21, 2013","1,665.50","1,663.50","1,673.25","1,660.00",1.69M,0.06
"May 22, 2013","1,655.50","1,665.75","1,685.75","1,646.50",2.97M,-0.6
"May 23, 2013","1,650.00","1,657.50","1,659.00","1,632.75",2.68M,-0.33
"May 24, 2013","1,650.50","1,651.25","1,655.25","1,634.50",1.95M,0.03
"May 27, 2013","1,652.45","1,651.95","1,653.95","1,644.45",0,0.12
"May 28, 2013","1,654.50","1,650.00","1,672.75","1,644.25",2.09M,0.12
"May 29, 2013","1,647.00","1,654.25","1,656.75","1,638.00",2.13M,-0.45
"May 30, 2013","1,653.50","1,646.50","1,660.75","1,641.00",1.77M,0.39
"May 31, 2013","1,629.00","1,653.75","1,658.00","1,626.25",2.56M,-1.48
"Jun 03, 2013","1,636.25","1,629.50","1,639.00","1,620.75",2.53M,0.45
"Jun 04, 2013","1,631.25","1,635.75","1,645.75","1,621.50",2.17M,-0.31
"Jun 05, 2013","1,608.00","1,629.25","1,632.25","1,605.50",2.65M,-1.43
"Jun 06, 2013","1,622.75","1,608.50","1,624.25","1,596.50",2.80M,0.92
"Jun 07, 2013","1,638.50","1,622.00","1,644.00","1,618.00",2.38M,0.97
"Jun 10, 2013","1,642.00","1,636.50","1,648.50","1,634.50",1.82M,0.21
"Jun 11, 2013","1,627.00","1,642.00","1,642.50","1,621.50",2.59M,-0.91
"Jun 12, 2013","1,610.00","1,627.50","1,638.25","1,609.50",2.60M,-1.04
"Jun 13, 2013","1,636.75","1,610.75","1,639.50","1,597.50",2.36M,1.66
"Jun 14, 2013","1,624.25","1,637.75","1,640.75","1,623.25",1.04M,-0.76
"Jun 17, 2013","1,639.75","1,624.50","1,646.75","1,624.00",893.73K,0.95
"Jun 18, 2013","1,651.00","1,640.75","1,654.50","1,638.00",739.74K,0.69
"Jun 19, 2013","1,629.50","1,652.50","1,655.00","1,626.25",589.66K,-1.3
"Jun 20, 2013","1,590.50","1,627.25","1,628.75","1,583.75",639.74K,-2.39
"Jun 21, 2013","1,599.93","1,590.50","1,604.25","1,589.50",100.31K,0.59
"Jun 24, 2013","1,566.25","1,583.75","1,586.25","1,553.25",2.85M,-2.11
"Jun 25, 2013","1,581.50","1,566.50","1,587.75","1,558.25",2.02M,0.97
"Jun 26, 2013","1,595.50","1,580.25","1,601.25","1,573.00",1.73M,0.89
"Jun 27, 2013","1,606.50","1,596.75","1,614.25","1,594.75",1.60M,0.69
"Jun 28, 2013","1,599.25","1,606.25","1,614.50","1,594.25",2.14M,-0.45
"Jul 01, 2013","1,606.75","1,600.25","1,620.50","1,593.25",1.55M,0.47
"Jul 02, 2013","1,607.25","1,606.75","1,618.50","1,600.25",1.67M,0.03
"Jul 03, 2013","1,609.00","1,607.00","1,613.00","1,594.00",1.03M,0.11
"Jul 04, 2013","1,622.45","1,609.95","1,624.15","1,609.15",0,0.84
"Jul 05, 2013","1,627.25","1,609.00","1,630.75","1,608.25",1.72M,0.3
"Jul 08, 2013","1,635.50","1,628.50","1,639.50","1,626.00",1.32M,0.51
"Jul 09, 2013","1,645.50","1,636.75","1,649.00","1,635.75",1.28M,0.61
"Jul 10, 2013","1,648.50","1,647.00","1,658.75","1,641.25",1.46M,0.18
"Jul 11, 2013","1,670.00","1,658.25","1,671.75","1,657.50",1.46M,1.3
"Jul 12, 2013","1,670.25","1,669.00","1,674.25","1,666.25",1.14M,0.01
"Jul 15, 2013","1,677.50","1,670.00","1,679.50","1,669.75",911.48K,0.43
"Jul 16, 2013","1,671.25","1,677.75","1,679.50","1,666.50",1.17M,-0.37
"Jul 17, 2013","1,675.50","1,671.75","1,680.50","1,665.75",1.41M,0.25
"Jul 18, 2013","1,680.50","1,676.75","1,688.50","1,671.75",1.36M,0.3
"Jul 19, 2013","1,689.50","1,680.00","1,690.50","1,675.25",1.15M,0.54
"Jul 22, 2013","1,690.25","1,690.00","1,694.25","1,685.50",900.14K,0.04
"Jul 23, 2013","1,688.25","1,690.50","1,695.50","1,686.00",979.78K,-0.12
"Jul 24, 2013","1,683.75","1,689.50","1,695.25","1,677.25",1.51M,-0.27
"Jul 25, 2013","1,684.00","1,684.00","1,686.50","1,671.75",1.43M,0.01
"Jul 26, 2013","1,686.50","1,685.75","1,689.00","1,670.50",1.40M,0.15
"Jul 29, 2013","1,682.50","1,686.50","1,688.00","1,676.50",1.10M,-0.24
"Jul 30, 2013","1,684.75","1,682.25","1,688.50","1,677.25",1.32M,0.13
"Jul 31, 2013","1,680.50","1,684.00","1,694.00","1,680.25",1.98M,-0.25
"Aug 01, 2013","1,700.25","1,685.50","1,703.75","1,684.50",1.52M,1.18
"Aug 02, 2013","1,704.00","1,702.25","1,705.00","1,695.75",1.22M,0.22
"Aug 05, 2013","1,702.50","1,702.75","1,705.00","1,698.75",856.74K,-0.09
"Aug 06, 2013","1,694.00","1,701.25","1,703.50","1,688.75",1.27M,-0.5
"Aug 07, 2013","1,688.25","1,692.75","1,693.50","1,680.50",1.38M,-0.34
"Aug 08, 2013","1,693.75","1,688.75","1,697.00","1,684.50",1.52M,0.33
"Aug 09, 2013","1,686.25","1,694.00","1,696.25","1,682.50",1.66M,-0.44
"Aug 12, 2013","1,687.00","1,685.00","1,688.50","1,675.25",1.25M,0.04
"Aug 13, 2013","1,690.75","1,688.00","1,694.50","1,679.25",1.60M,0.22
"Aug 14, 2013","1,682.00","1,691.50","1,693.25","1,681.00",1.50M,-0.52
"Aug 15, 2013","1,655.75","1,680.50","1,682.00","1,654.25",2.40M,-1.56
"Aug 16, 2013","1,651.00","1,654.75","1,662.00","1,649.50",1.74M,-0.29
"Aug 19, 2013","1,645.00","1,651.00","1,657.00","1,642.25",1.47M,-0.36
"Aug 20, 2013","1,650.50","1,644.25","1,656.75","1,641.00",1.58M,0.33
"Aug 21, 2013","1,636.50","1,651.00","1,654.75","1,634.00",2.12M,-0.85
"Aug 22, 2013","1,654.75","1,635.00","1,657.75","1,631.50",1.56M,1.12
"Aug 23, 2013","1,661.50","1,655.50","1,662.75","1,650.50",1.31M,0.41
"Aug 26, 2013","1,654.25","1,660.75","1,667.50","1,653.25",1.21M,-0.44
"Aug 27, 2013","1,628.25","1,654.50","1,655.50","1,626.25",2.25M,-1.57
"Aug 28, 2013","1,632.25","1,628.25","1,639.25","1,624.75",1.65M,0.25
"Aug 29, 2013","1,636.75","1,630.50","1,644.75","1,627.75",1.74M,0.28
"Aug 30, 2013","1,631.25","1,639.00","1,645.00","1,625.50",1.93M,-0.34
"Sep 02, 2013","1,645.55","1,640.15","1,648.45","1,639.95",0,0.88
"Sep 03, 2013","1,639.00","1,640.25","1,650.00","1,630.75",2.32M,-0.4
"Sep 04, 2013","1,653.50","1,638.00","1,655.25","1,635.00",1.64M,0.88
"Sep 05, 2013","1,653.00","1,654.75","1,658.25","1,650.50",1.25M,-0.03
"Sep 06, 2013","1,653.50","1,652.00","1,664.00","1,638.75",2.56M,0.03
"Sep 09, 2013","1,669.00","1,652.00","1,671.75","1,652.00",1.48M,0.94
"Sep 10, 2013","1,682.50","1,671.00","1,683.25","1,669.00",1.85M,0.81
"Sep 11, 2013","1,688.75","1,682.25","1,690.50","1,677.75",1.84M,0.37
"Sep 12, 2013","1,685.00","1,689.75","1,690.00","1,681.25",1.35M,-0.22
"Sep 13, 2013","1,688.50","1,684.75","1,690.50","1,680.50",756.48K,0.21
"Sep 16, 2013","1,698.00","1,698.50","1,710.50","1,694.75",1.01M,0.56
"Sep 17, 2013","1,705.00","1,696.25","1,706.75","1,694.75",727.29K,0.41
"Sep 18, 2013","1,724.50","1,706.00","1,729.75","1,700.00",666.70K,1.14
"Sep 19, 2013","1,724.25","1,725.00","1,733.25","1,720.50",419.65K,-0.01
"Sep 20, 2013","1,723.89","1,724.00","1,727.25","1,721.25",66.09K,-0.02
"Sep 23, 2013","1,692.75","1,706.50","1,707.50","1,689.50",1.67M,-1.81
"Sep 24, 2013","1,692.50","1,693.25","1,701.00","1,687.50",1.50M,-0.01
"Sep 25, 2013","1,685.75","1,692.25","1,695.00","1,684.50",1.64M,-0.4
"Sep 26, 2013","1,692.50","1,686.50","1,697.50","1,685.75",1.47M,0.4
"Sep 27, 2013","1,686.50","1,694.50","1,695.50","1,680.00",1.43M,-0.35
"Sep 30, 2013","1,674.25","1,675.00","1,681.00","1,666.75",2.15M,-0.73
"Oct 01, 2013","1,689.50","1,678.50","1,692.25","1,675.25",1.76M,0.91
"Oct 02, 2013","1,683.00","1,691.50","1,691.75","1,673.25",1.70M,-0.38
"Oct 03, 2013","1,669.75","1,683.00","1,684.75","1,663.25",2.26M,-0.79
"Oct 04, 2013","1,684.75","1,668.00","1,686.00","1,667.50",1.51M,0.9
"Oct 07, 2013","1,667.75","1,676.75","1,679.50","1,666.50",1.60M,-1.01
"Oct 08, 2013","1,650.50","1,667.00","1,671.50","1,646.00",2.35M,-1.03
"Oct 09, 2013","1,648.75","1,648.00","1,658.25","1,640.00",2.49M,-0.11
"Oct 10, 2013","1,685.00","1,648.50","1,687.75","1,648.00",2.29M,2.2
"Oct 11, 2013","1,699.00","1,683.00","1,700.25","1,673.00",1.56M,0.83
"Oct 14, 2013","1,704.25","1,684.00","1,706.75","1,680.75",1.51M,0.31
"Oct 15, 2013","1,692.00","1,706.25","1,709.75","1,689.50",1.87M,-0.72
"Oct 16, 2013","1,713.25","1,694.25","1,717.00","1,691.25",1.80M,1.26
"Oct 17, 2013","1,727.75","1,712.00","1,728.75","1,706.25",1.67M,0.85
"Oct 18, 2013","1,736.50","1,727.50","1,740.25","1,727.00",1.54M,0.51
"Oct 21, 2013","1,738.25","1,738.00","1,742.50","1,734.75",1.14M,0.1
"Oct 22, 2013","1,749.50","1,737.75","1,754.50","1,736.00",1.84M,0.65
"Oct 23, 2013","1,741.75","1,749.50","1,749.50","1,734.50",1.52M,-0.44
"Oct 24, 2013","1,748.50","1,742.75","1,751.75","1,740.00",1.25M,0.39
"Oct 25, 2013","1,754.00","1,748.00","1,755.75","1,742.75",1.25M,0.31
"Oct 28, 2013","1,759.00","1,753.75","1,762.25","1,751.50",1.16M,0.29
"Oct 29, 2013","1,767.50","1,759.00","1,768.75","1,754.50",1.19M,0.48
"Oct 30, 2013","1,760.50","1,768.25","1,773.25","1,751.75",1.78M,-0.4
"Oct 31, 2013","1,751.00","1,757.75","1,764.00","1,750.25",1.89M,-0.54
"Nov 01, 2013","1,754.75","1,755.50","1,761.25","1,747.00",1.60M,0.21
"Nov 04, 2013","1,763.00","1,754.00","1,764.00","1,753.25",1.01M,0.47
"Nov 05, 2013","1,756.50","1,762.75","1,764.00","1,750.50",1.48M,-0.37
"Nov 06, 2013","1,765.50","1,757.25","1,770.00","1,755.75",1.32M,0.51
"Nov 07, 2013","1,745.25","1,763.75","1,774.50","1,742.25",2.46M,-1.15
"Nov 08, 2013","1,766.00","1,744.75","1,768.00","1,736.50",2.07M,1.19
"Nov 11, 2013","1,767.50","1,767.00","1,770.25","1,762.75",960.01K,0.08
"Nov 12, 2013","1,765.00","1,767.75","1,769.75","1,758.50",1.42M,-0.14
"Nov 13, 2013","1,778.75","1,764.75","1,782.25","1,754.25",1.68M,0.78
"Nov 14, 2013","1,787.75","1,779.75","1,789.00","1,777.25",1.58M,0.51
"Nov 15, 2013","1,793.50","1,787.75","1,796.00","1,786.50",1.23M,0.32
"Nov 18, 2013","1,788.75","1,793.50","1,799.75","1,784.75",1.56M,-0.26
"Nov 19, 2013","1,785.25","1,789.50","1,793.75","1,782.00",1.59M,-0.2
"Nov 20, 2013","1,779.75","1,785.50","1,794.25","1,774.50",2.07M,-0.31
"Nov 21, 2013","1,793.75","1,779.50","1,795.50","1,775.75",1.39M,0.79
"Nov 22, 2013","1,801.25","1,793.25","1,803.25","1,792.00",1.24M,0.42
"Nov 25, 2013","1,802.50","1,802.00","1,809.25","1,798.50",1.11M,0.07
"Nov 26, 2013","1,802.00","1,801.25","1,807.00","1,798.75",1.10M,-0.03
"Nov 27, 2013","1,804.25","1,802.00","1,807.50","1,801.25",849.59K,0.12
"Nov 28, 2013","1,807.65","1,806.45","1,809.95","1,805.45",0,0.19
"Nov 29, 2013","1,804.00","1,804.50","1,812.50","1,802.75",818.60K,-0.2
"Dec 02, 2013","1,799.75","1,806.25","1,809.00","1,797.00",1.33M,-0.24
"Dec 03, 2013","1,791.50","1,800.25","1,801.75","1,786.25",1.73M,-0.46
"Dec 04, 2013","1,791.75","1,792.00","1,799.50","1,777.75",2.11M,0.01
"Dec 05, 2013","1,784.00","1,792.50","1,794.25","1,782.00",1.58M,-0.43
"Dec 06, 2013","1,805.00","1,784.50","1,806.00","1,784.25",1.76M,1.18
"Dec 09, 2013","1,809.00","1,806.50","1,811.50","1,804.75",1.06M,0.22
"Dec 10, 2013","1,803.00","1,809.25","1,811.50","1,801.00",1.17M,-0.33
"Dec 11, 2013","1,780.75","1,804.25","1,808.00","1,779.25",2.00M,-1.23
"Dec 12, 2013","1,775.00","1,780.75","1,784.00","1,771.75",1.83M,-0.32
"Dec 13, 2013","1,774.75","1,773.50","1,783.00","1,771.75",994.29K,-0.01
"Dec 16, 2013","1,786.50","1,774.75","1,792.50","1,760.25",869.48K,0.66
"Dec 17, 2013","1,779.25","1,784.75","1,789.00","1,776.50",748.12K,-0.41
"Dec 18, 2013","1,810.75","1,778.25","1,812.75","1,767.25",711.56K,1.77
"Dec 19, 2013","1,808.50","1,810.00","1,813.00","1,801.25",387.39K,-0.12
"Dec 20, 2013","1,812.89","1,808.75","1,813.00","1,808.75",47.70K,0.24
"Dec 23, 2013","1,822.75","1,817.00","1,824.50","1,816.75",737.15K,0.54
"Dec 24, 2013","1,829.00","1,822.75","1,829.50","1,820.50",314.41K,0.34
"Dec 26, 2013","1,836.50","1,830.00","1,837.75","1,829.75",438.94K,0.41
"Dec 27, 2013","1,836.50","1,836.50","1,840.00","1,833.25",622.70K,0
"Dec 30, 2013","1,834.75","1,836.00","1,838.50","1,833.50",581.58K,-0.1
"Dec 31, 2013","1,841.00","1,835.50","1,846.50","1,834.25",653.06K,0.34
"Jan 01, 2014","1,842.95","1,842.95","1,842.95","1,842.95",0,0.11
"Jan 02, 2014","1,826.50","1,837.75","1,840.75","1,821.75",1.24M,-0.89
"Jan 03, 2014","1,825.50","1,827.25","1,833.00","1,820.50",961.60K,-0.05
"Jan 06, 2014","1,820.75","1,824.00","1,832.50","1,817.25",1.37M,-0.26
"Jan 07, 2014","1,830.75","1,819.75","1,834.75","1,819.50",1.16M,0.55
"Jan 08, 2014","1,832.50","1,830.75","1,834.75","1,825.50",1.33M,0.1
"Jan 09, 2014","1,833.00","1,831.75","1,839.00","1,824.25",1.32M,0.03
"Jan 10, 2014","1,837.75","1,833.25","1,842.50","1,826.25",1.46M,0.26
"Jan 13, 2014","1,815.00","1,838.50","1,838.75","1,809.50",1.71M,-1.24
"Jan 14, 2014","1,833.00","1,815.75","1,834.25","1,812.75",1.60M,0.99
"Jan 15, 2014","1,841.50","1,833.00","1,845.75","1,831.50",1.26M,0.46
"Jan 16, 2014","1,836.25","1,841.50","1,843.75","1,834.50",952.50K,-0.29
"Jan 17, 2014","1,834.25","1,838.00","1,842.75","1,829.25",1.18M,-0.11
"Jan 20, 2014","1,833.95","1,834.45","1,834.65","1,830.15",0,-0.02
"Jan 21, 2014","1,838.50","1,834.00","1,844.00","1,826.25",1.33M,0.25
"Jan 22, 2014","1,838.50","1,837.50","1,843.25","1,834.75",941.60K,0
"Jan 23, 2014","1,824.25","1,839.00","1,844.00","1,813.75",1.82M,-0.78
"Jan 24, 2014","1,782.00","1,824.00","1,828.00","1,780.00",2.57M,-2.32
"Jan 27, 2014","1,775.75","1,781.75","1,792.00","1,767.00",2.78M,-0.35
"Jan 28, 2014","1,788.25","1,771.25","1,797.00","1,771.00",1.73M,0.7
"Jan 29, 2014","1,771.25","1,796.00","1,801.25","1,764.00",2.74M,-0.95
"Jan 30, 2014","1,781.25","1,770.00","1,793.75","1,767.75",1.82M,0.56
"Jan 31, 2014","1,776.50","1,783.50","1,788.25","1,761.25",2.39M,-0.27
"Feb 03, 2014","1,732.75","1,777.50","1,783.75","1,732.25",3.03M,-2.46
"Feb 04, 2014","1,743.75","1,738.25","1,753.50","1,734.00",2.33M,0.63
"Feb 05, 2014","1,744.00","1,744.25","1,750.75","1,732.00",2.08M,0.01
"Feb 06, 2014","1,766.50","1,744.75","1,769.75","1,744.00",1.74M,1.29
"Feb 07, 2014","1,793.50","1,768.00","1,794.00","1,758.25",2.34M,1.53
"Feb 10, 2014","1,794.75","1,793.00","1,796.00","1,786.25",1.15M,0.07
"Feb 11, 2014","1,813.50","1,795.25","1,819.50","1,794.25",1.76M,1.04
"Feb 12, 2014","1,817.00","1,813.25","1,823.25","1,811.25",1.39M,0.19
"Feb 13, 2014","1,824.25","1,816.75","1,827.00","1,802.25",1.65M,0.4
"Feb 14, 2014","1,835.00","1,823.75","1,838.75","1,816.00",1.37M,0.59
"Feb 17, 2014","1,836.65","1,835.25","1,840.15","1,831.95",0,0.09
"Feb 18, 2014","1,837.50","1,833.50","1,840.25","1,831.50",1.21M,0.05
"Feb 19, 2014","1,825.50","1,837.25","1,844.50","1,823.25",1.77M,-0.65
"Feb 20, 2014","1,836.25","1,826.00","1,840.25","1,817.25",1.61M,0.59
"Feb 21, 2014","1,834.25","1,836.00","1,844.00","1,832.75",1.32M,-0.11
"Feb 24, 2014","1,846.00","1,835.25","1,856.75","1,829.25",1.61M,0.64
"Feb 25, 2014","1,846.25","1,844.75","1,851.00","1,837.25",1.57M,0.01
"Feb 26, 2014","1,842.00","1,847.50","1,853.25","1,838.00",1.46M,-0.23
"Feb 27, 2014","1,854.00","1,843.75","1,855.75","1,832.75",1.62M,0.65
"Feb 28, 2014","1,857.50","1,854.50","1,866.50","1,845.25",2.11M,0.19
"Mar 03, 2014","1,843.00","1,846.00","1,849.50","1,832.25",2.38M,-0.78
"Mar 04, 2014","1,871.50","1,843.75","1,874.75","1,843.50",1.75M,1.55
"Mar 05, 2014","1,872.50","1,870.75","1,875.50","1,867.75",1.25M,0.05
"Mar 06, 2014","1,876.25","1,873.75","1,881.00","1,871.00",1.28M,0.2
"Mar 07, 2014","1,878.00","1,876.25","1,887.50","1,869.25",1.76M,0.09
"Mar 10, 2014","1,877.25","1,875.50","1,878.75","1,865.75",1.17M,-0.04
"Mar 11, 2014","1,865.25","1,876.25","1,882.25","1,863.00",1.61M,-0.64
"Mar 12, 2014","1,867.75","1,864.75","1,869.00","1,853.75",1.67M,0.13
"Mar 13, 2014","1,846.75","1,868.75","1,875.00","1,841.50",2.35M,-1.12
"Mar 14, 2014","1,840.00","1,847.25","1,853.00","1,839.00",1.31M,-0.37
"Mar 17, 2014","1,857.75","1,839.50","1,862.75","1,830.50",797.42K,0.96
"Mar 18, 2014","1,870.75","1,858.75","1,874.00","1,852.50",871.09K,0.7
"Mar 19, 2014","1,859.75","1,871.00","1,874.50","1,849.50",640.71K,-0.59
"Mar 20, 2014","1,873.75","1,858.50","1,874.25","1,852.50",344.34K,0.75
"Mar 21, 2014","1,893.30","1,873.00","1,882.00","1,870.75",47.87K,1.04
"Mar 24, 2014","1,849.50","1,855.50","1,866.00","1,841.25",1.84M,-2.31
"Mar 25, 2014","1,859.25","1,850.25","1,864.50","1,848.00",1.66M,0.53
"Mar 26, 2014","1,842.50","1,859.00","1,868.75","1,841.50",1.90M,-0.9
"Mar 27, 2014","1,840.50","1,845.00","1,848.50","1,834.00",2.03M,-0.11
"Mar 28, 2014","1,850.50","1,843.50","1,859.50","1,841.50",1.50M,0.54
"Mar 31, 2014","1,864.50","1,855.00","1,868.00","1,855.00",1.57M,0.76
"Apr 01, 2014","1,877.75","1,864.50","1,878.75","1,862.25",1.21M,0.71
"Apr 02, 2014","1,883.00","1,877.75","1,886.25","1,876.25",1.18M,0.28
"Apr 03, 2014","1,883.00","1,882.75","1,887.50","1,875.50",1.24M,0
"Apr 04, 2014","1,860.00","1,884.25","1,892.50","1,855.75",2.50M,-1.22
"Apr 07, 2014","1,838.00","1,861.00","1,861.75","1,834.50",2.18M,-1.18
"Apr 08, 2014","1,845.00","1,840.00","1,849.00","1,830.75",1.85M,0.38
"Apr 09, 2014","1,864.75","1,845.00","1,866.50","1,843.75",1.41M,1.07
"Apr 10, 2014","1,827.00","1,865.75","1,867.50","1,823.75",2.38M,-2.02
"Apr 11, 2014","1,811.75","1,829.50","1,832.00","1,807.25",2.53M,-0.83
"Apr 14, 2014","1,824.50","1,806.00","1,828.00","1,803.25",1.89M,0.7
"Apr 15, 2014","1,839.50","1,825.00","1,844.00","1,809.25",2.61M,0.82
"Apr 16, 2014","1,852.75","1,842.75","1,857.00","1,840.50",1.64M,0.72
"Apr 17, 2014","1,858.00","1,852.50","1,863.75","1,847.25",1.25M,0.28
"Apr 21, 2014","1,864.50","1,859.25","1,865.50","1,856.50",533.89K,0.35
"Apr 22, 2014","1,874.00","1,864.25","1,878.75","1,860.75",1.11M,0.51
"Apr 23, 2014","1,873.00","1,873.00","1,880.75","1,867.50",1.00M,-0.05
"Apr 24, 2014","1,873.00","1,879.00","1,882.50","1,863.75",1.58M,0
"Apr 25, 2014","1,860.00","1,872.50","1,873.75","1,853.00",1.51M,-0.69
"Apr 28, 2014","1,866.00","1,861.75","1,871.75","1,844.00",2.07M,0.32
"Apr 29, 2014","1,871.75","1,866.00","1,875.25","1,865.00",1.22M,0.31
"Apr 30, 2014","1,878.00","1,870.50","1,880.25","1,866.25",1.50M,0.33
"May 01, 2014","1,877.75","1,879.50","1,882.75","1,871.50",938.35K,-0.01
"May 02, 2014","1,874.50","1,878.75","1,886.00","1,872.00",1.72M,-0.17
"May 05, 2014","1,875.75","1,875.50","1,880.00","1,860.50",1.18M,0.07
"May 06, 2014","1,864.25","1,877.50","1,881.50","1,861.75",1.38M,-0.61
"May 07, 2014","1,874.25","1,864.00","1,875.75","1,854.50",2.00M,0.54
"May 08, 2014","1,872.25","1,874.75","1,884.75","1,865.00",1.75M,-0.11
"May 09, 2014","1,873.50","1,870.25","1,875.00","1,862.50",1.48M,0.07
"May 12, 2014","1,892.75","1,874.00","1,894.00","1,874.00",1.18M,1.03
"May 13, 2014","1,894.25","1,893.50","1,898.50","1,892.00",1.08M,0.08
"May 14, 2014","1,885.25","1,894.75","1,897.25","1,882.25",1.19M,-0.48
